N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익,PER
31.0,HMM,23450.0,1400.0,+6.35%,5000.0,137941.0,178761.0,73775.0,0.98
32.0,SK텔레콤,52200.0,1000.0,+1.95%,100.0,167486.0,309113.0,13872.0,9.0
33.0,KT&G,82300.0,100.0,+0.12%,5000.0,52284.0,116373.0,13384.0,10.67
34.0,LG생활건강,709000.0,36000.0,+5.35%,5000.0,80915.0,75552.0,12896.0,17.97
35.0,고려아연,579000.0,1000.0,-0.17%,5000.0,99768.0,99640.0,10961.0,12.82
36.0,삼성전기,136500.0,1500.0,+1.11%,5000.0,96750.0,99414.0,14869.0,10.27
37.0,KT,38900.0,300.0,+0.78%,5000.0,248980.0,371593.0,16718.0,7.06
38.0,삼성에스디에스,130000.0,1000.0,+0.78%,500.0,136300.0,105174.0,8081.0,13.22
39.0,대한항공,26150.0,250.0,+0.97%,5000.0,90168.0,266719.0,14180.0,6.11
40.0,한화솔루션,49550.0,250.0,+0.51%,5000.0,107252.0,200076.0,7383.0,27.27
41.0,삼성화재,197000.0,1000.0,+0.51%,500.0,244443.0,949340.0,15069.0,8.79
42.0,SK바이오사이언스,117500.0,4000.0,+3.52%,500.0,9290.0,21101.0,4742.0,26.91
43.0,우리금융지주,12300.0,100.0,+0.82%,5000.0,271910.0,4471839.0,36597.0,3.24
44.0,카카오페이,65700.0,1200.0,+1.86%,500.0,4586.0,34327.0,-272.0,-331.82
45.0,엔씨소프트,369500.0,8500.0,+2.35%,500.0,23088.0,45819.0,3752.0,15.93
46.0,LG이노텍,339000.0,13000.0,+3.99%,5000.0,149456.0,77414.0,12642.0,8.33
47.0,아모레퍼시픽,125000.0,3500.0,+2.88%,500.0,48631.0,61167.0,3434.0,49.06
48.0,기업은행,9710.0,70.0,+0.73%,5000.0,174917.0,3980719.0,32313.0,3.12
49.0,하이브,173500.0,2500.0,-1.42%,500.0,12559.0,47289.0,1902.0,30.57
50.0,한국조선해양,98500.0,300.0,-0.30%,5000.0,154934.0,272931.0,-13848.0,-10.05
51.0,현대글로비스,177000.0,1000.0,+0.57%,500.0,217796.0,121709.0,11262.0,7.02
52.0,CJ제일제당,414000.0,0.0,0.00%,5000.0,262892.0,268558.0,15244.0,10.45
53.0,롯데케미칼,179500.0,500.0,+0.28%,5000.0,181205.0,228700.0,15356.0,11.98
54.0,SK아이이테크놀로지,84200.0,100.0,-0.12%,1000.0,6038.0,31845.0,892.0,465.19
55.0,SK스퀘어,40950.0,450.0,+1.11%,100.0,11464.0,226391.0,4198.0,2.54
56.0,강원랜드,26600.0,150.0,+0.57%,500.0,7884.0,38273.0,-527.0,233.33
57.0,한국항공우주,57800.0,1200.0,-2.03%,5000.0,25623.0,58552.0,583.0,63.73
58.0,SK바이오팜,71500.0,500.0,+0.70%,500.0,4186.0,6437.0,950.0,-72.0
59.0,F&F,145000.0,2000.0,+1.40%,100.0,10892.0,11465.0,3227.0,15.43
60.0,LG디스플레이,15500.0,100.0,+0.65%,5000.0,298780.0,381545.0,22306.0,26.36
61.0,넷마블,64100.0,400.0,+0.63%,100.0,25069.0,106638.0,1510.0,-236.53
62.0,한온시스템,10300.0,50.0,+0.49%,100.0,73514.0,82337.0,3258.0,29.43
63.0,삼성중공업,6140.0,70.0,-1.13%,1000.0,66220.0,121386.0,-13120.0,-8.11
64.0,LG유플러스,12250.0,100.0,+0.82%,5000.0,138511.0,193705.0,9790.0,8.36
65.0,KODEX 200,32310.0,285.0,+0.89%,0.0,,,,
66.0,현대건설,47050.0,400.0,+0.86%,5000.0,180655.0,196373.0,7535.0,12.63
67.0,맥쿼리인프라,12700.0,50.0,+0.40%,0.0,,,,
68.0,HD현대,61900.0,300.0,-0.48%,1000.0,281587.0,358157.0,10854.0,91.43
69.0,SKC,128500.0,2000.0,+1.58%,5000.0,33961.0,61801.0,4647.0,19.82
70.0,코웨이,63400.0,900.0,+1.44%,500.0,36643.0,38006.0,6402.0,9.52
71.0,삼성엔지니어링,23600.0,400.0,+1.72%,5000.0,74867.0,60587.0,5033.0,10.86
72.0,한국타이어앤테크놀로지,36700.0,0.0,0.00%,500.0,71411.0,117039.0,6422.0,8.66
73.0,메리츠화재,37600.0,150.0,+0.40%,500.0,118614.0,276890.0,9076.0,6.1
74.0,현대미포조선,109500.0,6500.0,-5.60%,5000.0,28872.0,38783.0,-2173.0,-103.79
75.0,현대제철,32700.0,400.0,+1.24%,5000.0,228499.0,370423.0,24475.0,2.53
76.0,DB손해보험,61300.0,100.0,+0.16%,500.0,208806.0,647516.0,11084.0,4.65
77.0,GS,45250.0,100.0,-0.22%,5000.0,202401.0,311913.0,26403.0,2.8
78.0,롯데지주,40000.0,850.0,+2.17%,200.0,99249.0,199219.0,2164.0,12.58
79.0,유한양행,57200.0,1400.0,+2.51%,1000.0,16878.0,24638.0,486.0,43.5
80.0,한국가스공사,45150.0,350.0,+0.78%,5000.0,275208.0,436699.0,12397.0,3.03
81.0,미래에셋증권,6560.0,30.0,+0.46%,5000.0,131448.0,1086418.0,14855.0,4.9
82.0,금호석유,132000.0,1000.0,-0.75%,5000.0,84618.0,81157.0,24068.0,2.81
83.0,오리온,100500.0,500.0,-0.50%,500.0,23555.0,31204.0,3729.0,15.11
84.0,한진칼,58600.0,200.0,+0.34%,2500.0,3953.0,37547.0,-1952.0,20.64
85.0,메리츠금융지주,29200.0,50.0,-0.17%,500.0,356499.0,820309.0,18006.0,4.13
86.0,한미약품,303000.0,2000.0,+0.66%,2500.0,12032.0,19367.0,1254.0,55.29
87.0,한화에어로스페이스,73700.0,2100.0,-2.77%,5000.0,64151.0,110458.0,3830.0,24.16
88.0,삼성카드,31800.0,300.0,+0.95%,5000.0,35881.0,271442.0,7493.0,6.42
89.0,에스디바이오센서,35350.0,550.0,+1.58%,500.0,29300.0,30051.0,13640.0,3.13
90.0,두산밥캣,35100.0,300.0,+0.86%,500.0,58162.0,85809.0,5953.0,8.4
91.0,TIGER 차이나전기차SOLACTIVE,15815.0,355.0,-2.20%,0.0,,,,
92.0,쌍용C&E,6910.0,40.0,+0.58%,100.0,16614.0,35648.0,2487.0,29.4
93.0,현대로템,31400.0,0.0,0.00%,5000.0,28725.0,41072.0,802.0,46.8
94.0,일진머티리얼즈,73900.0,3200.0,+4.53%,500.0,6889.0,17536.0,699.0,57.87
95.0,포스코인터내셔널,27600.0,100.0,-0.36%,5000.0,339489.0,107707.0,5854.0,6.4
96.0,현대차2우B,91600.0,900.0,+0.99%,5000.0,,,,4.06
97.0,현대오토에버,119500.0,500.0,+0.42%,500.0,20704.0,23461.0,961.0,41.81
98.0,NH투자증권,9880.0,90.0,+0.92%,5000.0,107622.0,585420.0,12939.0,5.09
99.0,한국금융지주,58400.0,600.0,+1.04%,5000.0,137861.0,820366.0,15210.0,2.15
100.0,메리츠증권,4850.0,120.0,+2.54%,1000.0,232474.0,541082.0,9489.0,4.24
101.0,삼성증권,34200.0,400.0,+1.18%,5000.0,98095.0,657075.0,13087.0,4.36
102.0,OCI,125500.0,7500.0,-5.64%,5000.0,32440.0,57041.0,6260.0,4.01
103.0,현대해상,33300.0,150.0,-0.45%,500.0,188422.0,528180.0,6393.0,6.48
104.0,팬오션,5510.0,220.0,+4.16%,1000.0,46161.0,64888.0,5729.0,3.72
105.0,호텔신라,74400.0,3400.0,+4.79%,5000.0,37791.0,26564.0,1188.0,89.21
106.0,한화시스템,15150.0,150.0,-0.98%,5000.0,20895.0,38943.0,1120.0,154.59
107.0,아모레G,34650.0,750.0,+2.21%,500.0,53261.0,80381.0,3562.0,22.59
108.0,롯데쇼핑,100500.0,900.0,+0.90%,5000.0,155736.0,334265.0,2076.0,-24.74
109.0,BGF리테일,163500.0,500.0,+0.31%,1000.0,67812.0,25964.0,1994.0,17.91
110.0,한전기술,73800.0,1900.0,+2.64%,200.0,4331.0,7055.0,101.0,214.53
111.0,씨에스윈드,66800.0,2200.0,-3.19%,500.0,12034.0,17739.0,1010.0,162.14
112.0,한미사이언스,40750.0,400.0,+0.99%,500.0,9502.0,9499.0,589.0,57.88
113.0,이마트,100000.0,0.0,0.00%,5000.0,249327.0,312421.0,3168.0,1.59
114.0,CJ대한통운,121500.0,0.0,0.00%,5000.0,113437.0,89939.0,3439.0,15.2
115.0,KCC,302500.0,1000.0,-0.33%,5000.0,58749.0,128789.0,3888.0,-10.59
116.0,GS건설,30600.0,350.0,+1.16%,5000.0,90366.0,151837.0,6465.0,5.4
117.0,GS리테일,24700.0,150.0,+0.61%,1000.0,97657.0,94560.0,2085.0,3.06
118.0,두산퓨얼셀,39350.0,600.0,+1.55%,100.0,3814.0,6989.0,180.0,333.47
119.0,제일기획,22400.0,150.0,+0.67%,200.0,33257.0,25421.0,2482.0,14.04
120.0,한솔케미칼,226000.0,0.0,0.00%,5000.0,7687.0,11972.0,1977.0,16.9
121.0,만도,54000.0,700.0,+1.31%,1000.0,61474.0,57044.0,2323.0,24.05
122.0,동서,24600.0,150.0,+0.61%,500.0,5353.0,15826.0,384.0,21.13
123.0,한화,31200.0,400.0,+1.30%,5000.0,528361.0,2023664.0,29279.0,2.92
124.0,CJ,79200.0,900.0,+1.15%,5000.0,344840.0,419560.0,18818.0,8.72
125.0,대우조선해양,21500.0,450.0,-2.05%,5000.0,44866.0,106232.0,-17547.0,-2.06
126.0,LIG넥스원,104000.0,4700.0,+4.73%,5000.0,18222.0,25768.0,972.0,15.4
127.0,대한전선,1825.0,15.0,+0.83%,100.0,19977.0,14209.0,395.0,48.03
128.0,에스원,59400.0,300.0,+0.51%,500.0,23125.0,19730.0,1797.0,18.39
129.0,TIGER 미국나스닥100,77460.0,185.0,+0.24%,0.0,,,,
130.0,LG화학우,293000.0,3000.0,-1.01%,5000.0,,,,10.33
131.0,키움증권,84600.0,1700.0,+2.05%,5000.0,58662.0,453011.0,12089.0,3.06
132.0,BNK금융지주,6790.0,80.0,+1.19%,5000.0,55807.0,1282870.0,10920.0,2.53
133.0,현대차우,90700.0,1400.0,+1.57%,5000.0,,,,4.02
134.0,대우건설,5260.0,40.0,+0.77%,5000.0,86852.0,104580.0,7383.0,5.21
135.0,신세계,221000.0,8000.0,+3.76%,5000.0,63164.0,136445.0,5174.0,5.38
136.0,KODEX 레버리지,15620.0,285.0,+1.86%,0.0,,,,
137.0,하이트진로,30400.0,400.0,+1.33%,5000.0,22029.0,36311.0,1741.0,22.64
138.0,LS,65900.0,1200.0,-1.79%,5000.0,130891.0,126259.0,5837.0,6.61
139.0,TIGER 200,32325.0,285.0,+0.89%,0.0,,,,
140.0,KODEX 200선물인버스2X,3000.0,55.0,-1.80%,0.0,,,,
141.0,대웅제약,176000.0,500.0,-0.28%,2500.0,11530.0,14152.0,889.0,28.04
142.0,한화생명,2310.0,20.0,+0.87%,5000.0,271736.0,1635914.0,13520.0,2.18
143.0,DB하이텍,44700.0,1350.0,+3.11%,5000.0,12147.0,15499.0,3991.0,3.76
144.0,영원무역,44400.0,500.0,+1.14%,500.0,27925.0,35476.0,4425.0,5.66
145.0,현대위아,71400.0,2900.0,+4.23%,5000.0,75277.0,77495.0,1027.0,8.59
146.0,한전KPS,42900.0,100.0,-0.23%,200.0,13806.0,14269.0,1240.0,25.58
147.0,효성첨단소재,425000.0,22000.0,+5.46%,5000.0,35978.0,29087.0,4373.0,8.12
148.0,TIGER 미국S&P500,13950.0,45.0,+0.32%,0.0,,,,
149.0,코스모신소재,61200.0,1400.0,+2.34%,1000.0,3059.0,3485.0,218.0,75.93
150.0,녹십자,160500.0,1500.0,+0.94%,5000.0,15378.0,24621.0,737.0,15.04
151.0,농심,307500.0,4000.0,-1.28%,5000.0,26630.0,28999.0,1061.0,16.51
152.0,롯데정밀화학,72100.0,1900.0,+2.71%,5000.0,17803.0,27235.0,2445.0,3.8
153.0,휠라홀딩스,30600.0,550.0,+1.83%,1000.0,37940.0,42889.0,4929.0,8.85
154.0,오뚜기,496500.0,1500.0,-0.30%,5000.0,27390.0,26058.0,1666.0,12.19
155.0,KODEX KOFR금리액티브(합성),100625.0,0.0,0.00%,0.0,,,,
156.0,LS ELECTRIC,59000.0,2300.0,-3.75%,5000.0,26683.0,27967.0,1551.0,19.14
157.0,SK케미칼,98100.0,2400.0,+2.51%,5000.0,20896.0,39556.0,5552.0,12.47
158.0,에스엘,35400.0,950.0,+2.76%,500.0,30011.0,25675.0,1105.0,20.45
159.0,동원시스템즈,56700.0,100.0,+0.18%,5000.0,12509.0,14920.0,900.0,35.37
160.0,TIGER 단기통안채,101150.0,10.0,-0.01%,0.0,,,,
161.0,DL이앤씨,41650.0,600.0,+1.46%,5000.0,76317.0,87017.0,9573.0,3.42
162.0,LX인터내셔널,41050.0,1150.0,+2.88%,5000.0,166865.0,67469.0,6562.0,3.04
163.0,효성,75400.0,700.0,+0.94%,5000.0,35389.0,52579.0,6406.0,5.31
164.0,KODEX 단기채권PLUS,104040.0,0.0,0.00%,0.0,,,,
165.0,후성,16600.0,150.0,-0.90%,500.0,3813.0,6163.0,581.0,25.08
166.0,JB금융지주,7650.0,30.0,+0.39%,5000.0,25415.0,563956.0,7083.0,2.78
167.0,솔루스첨단소재,42850.0,600.0,+1.42%,100.0,3812.0,10116.0,20.0,192.15
168.0,TIGER 미국필라델피아반도체나스닥,10280.0,15.0,-0.15%,0.0,,,,
169.0,현대백화점,63200.0,800.0,+1.28%,5000.0,35724.0,89692.0,2644.0,6.92
170.0,TIGER 미국테크TOP10 INDXX,11515.0,0.0,0.00%,0.0,,,,
171.0,코오롱인더,53000.0,1000.0,+1.92%,5000.0,46621.0,56013.0,2527.0,7.1
172.0,신풍제약,27500.0,1650.0,+6.38%,500.0,1892.0,3926.0,-143.0,-65.01
173.0,롯데칠성,156000.0,500.0,+0.32%,500.0,25061.0,35968.0,1822.0,9.52
174.0,대성홀딩스,89500.0,1600.0,-1.76%,1000.0,9405.0,12440.0,213.0,62.76
175.0,대웅,24750.0,200.0,+0.81%,500.0,15114.0,19337.0,1826.0,14.52
176.0,두산,86100.0,600.0,+0.70%,5000.0,132042.0,260099.0,9459.0,-17.35
177.0,대덕전자,28500.0,200.0,-0.70%,500.0,10009.0,9410.0,725.0,11.07
178.0,일진하이솔루스,38450.0,3100.0,+8.77%,500.0,1177.0,3435.0,98.0,144.01
179.0,DL,66000.0,400.0,-0.60%,5000.0,23854.0,83230.0,2219.0,8.89
180.0,효성티앤씨,315500.0,2000.0,+0.64%,5000.0,85960.0,45265.0,14237.0,2.79
181.0,TIGER TOP10,10530.0,70.0,+0.67%,0.0,,,,
182.0,롯데렌탈,36650.0,0.0,0.00%,5000.0,24227.0,61250.0,2455.0,8.98
183.0,KODEX 2차전지산업,20115.0,70.0,+0.35%,0.0,,,,
184.0,KG스틸,13200.0,350.0,+2.72%,5000.0,33548.0,27711.0,2969.0,5.49
185.0,TIGER 2차전지테마,20005.0,155.0,+0.78%,0.0,,,,
186.0,한샘,55800.0,2800.0,+5.28%,1000.0,22312.0,12464.0,693.0,42.92
187.0,KODEX 삼성그룹,8550.0,30.0,+0.35%,0.0,,,,
188.0,서울가스,261000.0,500.0,+0.19%,5000.0,12778.0,16626.0,-49.0,71.0
189.0,동국제강,13450.0,100.0,+0.75%,5000.0,72403.0,63341.0,8030.0,1.62
190.0,DGB금융지주,7530.0,60.0,+0.80%,5000.0,51957.0,859060.0,7486.0,2.35
191.0,한국앤컴퍼니,13200.0,250.0,+1.93%,500.0,9633.0,40812.0,2283.0,7.03
192.0,KODEX 종합채권(AA-이상)액티브,102160.0,395.0,-0.39%,0.0,,,,
193.0,KODEX 단기채권,103615.0,15.0,-0.01%,0.0,,,,
194.0,롯데리츠,5070.0,20.0,+0.40%,500.0,562.0,24039.0,328.0,33.36
195.0,TIGER MSCI Korea TR,13225.0,135.0,+1.03%,0.0,,,,
196.0,한미반도체,12200.0,150.0,+1.24%,100.0,3732.0,4293.0,1224.0,10.69
197.0,현대엘리베이,28950.0,450.0,+1.58%,5000.0,19734.0,29874.0,1290.0,6.77
198.0,SK네트웍스,4740.0,390.0,+8.97%,2500.0,110181.0,94109.0,1220.0,24.18
199.0,ESR켄달스퀘어리츠,5410.0,120.0,+2.27%,1000.0,467.0,22680.0,238.0,37.05
200.0,아이에스동서,37250.0,550.0,+1.50%,500.0,16084.0,35098.0,3108.0,5.13
201.0,SK가스,124000.0,500.0,+0.40%,5000.0,64945.0,51215.0,1055.0,4.88
202.0,롯데제과,120500.0,500.0,-0.41%,500.0,21454.0,26666.0,1085.0,23.4
203.0,아시아나항공,15250.0,600.0,+4.10%,5000.0,43397.0,130827.0,932.0,-4.09
204.0,명신산업,21550.0,200.0,-0.92%,500.0,11077.0,7195.0,565.0,21.02
205.0,현대일렉트릭,31350.0,1750.0,-5.29%,5000.0,18060.0,22150.0,97.0,-26.84
206.0,현대두산인프라코어,5710.0,20.0,+0.35%,1000.0,45937.0,47823.0,2645.0,2.29
207.0,KODEX 200TR,10795.0,115.0,+1.08%,0.0,,,,
208.0,영풍,601000.0,10000.0,+1.69%,5000.0,35821.0,55210.0,-268.0,6.18
209.0,KBSTAR 200,32455.0,315.0,+0.98%,0.0,,,,
210.0,PI첨단소재,36950.0,400.0,+1.09%,500.0,3019.0,4730.0,759.0,19.24
211.0,에이프로젠,1415.0,45.0,+3.28%,500.0,1412.0,8241.0,-27.0,-25.27
212.0,더존비즈온,34850.0,350.0,+1.01%,500.0,3187.0,9003.0,712.0,26.73
213.0,한일시멘트,15150.0,100.0,-0.66%,500.0,12719.0,23703.0,1204.0,14.81
214.0,종근당,86800.0,1000.0,+1.17%,2500.0,13436.0,10467.0,948.0,23.07
215.0,케이카,21300.0,650.0,+3.15%,500.0,19024.0,5500.0,711.0,23.59
216.0,솔루엠,20400.0,50.0,+0.25%,500.0,11533.0,7109.0,265.0,47.66
217.0,코리안리,8440.0,20.0,+0.24%,500.0,109155.0,131157.0,2035.0,7.13
218.0,신세계인터내셔날,28300.0,250.0,+0.89%,1000.0,14508.0,11591.0,920.0,10.15
219.0,금호타이어,3465.0,15.0,+0.43%,5000.0,26012.0,43422.0,-415.0,-15.61
220.0,CJ CGV,20750.0,400.0,+1.97%,500.0,7363.0,37855.0,-2414.0,-3.09
221.0,미원에스씨,193000.0,500.0,+0.26%,500.0,5313.0,4381.0,950.0,11.92
222.0,GKL,15900.0,0.0,0.00%,500.0,851.0,5313.0,-1458.0,-12.84
223.0,해성디에스,57800.0,900.0,+1.58%,5000.0,6554.0,4749.0,863.0,7.4
224.0,NHN,26150.0,250.0,+0.97%,500.0,19237.0,30272.0,979.0,10.68
225.0,유니드,109000.0,5000.0,+4.81%,5000.0,10973.0,13477.0,1683.0,6.59
226.0,일동제약,35300.0,150.0,+0.43%,1000.0,5601.0,7090.0,-555.0,-4.09
227.0,오리온홀딩스,15100.0,100.0,+0.67%,500.0,24151.0,49618.0,3157.0,9.43
228.0,태광산업,849000.0,6000.0,+0.71%,5000.0,25918.0,49238.0,3553.0,5.57
229.0,진원생명과학,11850.0,300.0,+2.60%,1000.0,387.0,2495.0,-275.0,-37.62
230.0,제이알글로벌리츠,4655.0,25.0,+0.54%,1000.0,463.0,18846.0,241.0,24.37
231.0,진에어,17500.0,50.0,+0.29%,1000.0,2472.0,6016.0,-1853.0,-12.38
232.0,동양생명,5600.0,70.0,+1.27%,5000.0,63476.0,371033.0,3322.0,3.87
233.0,덴티움,81600.0,100.0,+0.12%,500.0,2915.0,5702.0,699.0,10.7
234.0,KODEX 코스닥150레버리지,9060.0,300.0,+3.42%,0.0,,,,
235.0,티와이홀딩스,17700.0,200.0,+1.14%,500.0,2952.0,21322.0,112.0,5.48
236.0,TKG휴켐스,21950.0,100.0,+0.46%,1000.0,8612.0,9493.0,934.0,11.28
237.0,녹십자홀딩스,19050.0,250.0,+1.33%,500.0,18406.0,34968.0,862.0,29.17
238.0,쏘카,27250.0,200.0,+0.74%,100.0,2890.0,4332.0,-210.0,115.47
239.0,SK리츠,5740.0,70.0,+1.23%,500.0,186.0,18832.0,153.0,100.7
240.0,미원상사,179000.0,500.0,-0.28%,500.0,3598.0,3724.0,572.0,13.72
241.0,롯데관광개발,12050.0,350.0,+2.99%,500.0,1071.0,13024.0,-1313.0,-4.08
242.0,삼성 레버리지 WTI원유 선물 ETN,2145.0,60.0,+2.88%,0.0,,,,
243.0,한국콜마,37800.0,600.0,+1.61%,500.0,15863.0,26060.0,843.0,25.82
244.0,삼양식품,114500.0,3000.0,-2.55%,5000.0,6420.0,7531.0,654.0,10.89
245.0,삼천리,211500.0,1000.0,+0.48%,5000.0,37633.0,42453.0,700.0,11.42
246.0,한올바이오파마,16350.0,300.0,+1.87%,500.0,1016.0,1985.0,101.0,908.33
247.0,동원산업,232000.0,2000.0,+0.87%,5000.0,28022.0,30519.0,2607.0,4.09
248.0,하나투어,53000.0,500.0,+0.95%,500.0,403.0,4306.0,-1273.0,-35.96
249.0,이노션,42400.0,50.0,+0.12%,500.0,15020.0,22016.0,1357.0,12.51
250.0,제주항공,16950.0,200.0,+1.19%,1000.0,2731.0,12668.0,-3172.0,-3.03
251.0,다우기술,18600.0,200.0,+1.09%,500.0,60870.0,463224.0,12572.0,2.22
252.0,풍산,29400.0,600.0,+2.08%,5000.0,35095.0,31483.0,3141.0,3.42
253.0,KODEX 인버스,4780.0,45.0,-0.93%,0.0,,,,
254.0,HDC현대산업개발,12400.0,150.0,+1.22%,5000.0,33639.0,65664.0,2734.0,-375.76
255.0,대한유화,125500.0,0.0,0.00%,5000.0,25149.0,24789.0,1794.0,-144.42
256.0,화승엔터프라이즈,13450.0,400.0,+3.07%,500.0,11386.0,13303.0,71.0,-172.44
257.0,LG전자우,46900.0,0.0,0.00%,5000.0,,,,4.6
258.0,대상,23150.0,50.0,+0.22%,1000.0,34700.0,28705.0,1532.0,6.36
259.0,코스모화학,22650.0,650.0,+2.95%,1000.0,5126.0,6813.0,305.0,43.73
260.0,지누스,45950.0,950.0,+2.11%,500.0,11238.0,10186.0,743.0,14.17
261.0,KCC글라스,49450.0,150.0,+0.30%,1000.0,11757.0,18779.0,1605.0,6.73
262.0,콘텐트리중앙,41100.0,850.0,+2.11%,5000.0,6771.0,22456.0,-574.0,-13.26
263.0,세아제강지주,189500.0,4000.0,-2.07%,5000.0,28417.0,28990.0,2990.0,3.42
264.0,대신증권,15450.0,150.0,+0.98%,5000.0,36353.0,227632.0,8855.0,4.59
265.0,현대건설기계,39500.0,50.0,+0.13%,5000.0,32843.0,35543.0,1607.0,6.66
266.0,우리종금,888.0,2.0,+0.23%,500.0,3033.0,51597.0,1040.0,9.35
267.0,신한 레버리지 WTI원유 선물 ETN(H),1530.0,45.0,+3.03%,0.0,,,,
268.0,파미셀,12650.0,400.0,+3.27%,500.0,509.0,958.0,76.0,60.24
269.0,대한해운,2375.0,110.0,+4.86%,500.0,11538.0,38597.0,2039.0,2.63
270.0,LG생활건강우,357000.0,8000.0,+2.29%,5000.0,,,,9.05
271.0,쿠쿠홈시스,33050.0,3550.0,+12.03%,100.0,8932.0,9694.0,1786.0,5.23
272.0,현대그린푸드,7560.0,60.0,+0.80%,500.0,34861.0,31100.0,586.0,15.92
273.0,더블유게임즈,40150.0,800.0,+2.03%,500.0,6241.0,13819.0,1904.0,11.72
274.0,율촌화학,29450.0,550.0,+1.90%,500.0,5387.0,6667.0,110.0,214.96
275.0,세방전지,51700.0,1100.0,+2.17%,500.0,13520.0,16844.0,997.0,12.78
276.0,SPC삼립,83400.0,1000.0,+1.21%,5000.0,29467.0,12230.0,662.0,15.03
277.0,보령,10450.0,150.0,+1.46%,500.0,6273.0,8286.0,414.0,20.41
278.0,SBS,39300.0,50.0,+0.13%,5000.0,10790.0,14621.0,1844.0,5.07
279.0,코스맥스,62800.0,800.0,+1.29%,500.0,15915.0,14119.0,1226.0,9.45
280.0,TIGER 200 IT,28285.0,155.0,+0.55%,0.0,,,,
281.0,F&F홀딩스,18200.0,150.0,+0.83%,500.0,7271.0,29123.0,2231.0,6.37
282.0,한섬,28700.0,800.0,+2.87%,500.0,13874.0,15571.0,1522.0,5.68
283.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),11640.0,50.0,+0.43%,0.0,,,,
284.0,영원무역홀딩스,51800.0,800.0,+1.57%,500.0,32405.0,43256.0,5705.0,2.24
285.0,KODEX 자동차,18380.0,260.0,+1.43%,0.0,,,,
286.0,현대에너지솔루션,62700.0,3600.0,-5.43%,5000.0,5932.0,6056.0,95.0,-895.71
287.0,효성중공업,74600.0,2900.0,+4.04%,5000.0,30947.0,40227.0,1201.0,45.1
288.0,한화투자증권,3165.0,45.0,+1.44%,5000.0,19115.0,117910.0,2088.0,7.76
