N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익,PER
287.0,SPC삼립,79600.0,2400.0,-2.93%,5000.0,29467.0,12230.0,662.0,14.34
288.0,SBS,37600.0,1700.0,-4.33%,5000.0,10790.0,14621.0,1844.0,4.85
289.0,F&F홀딩스,17450.0,750.0,-4.12%,500.0,7271.0,29123.0,2231.0,6.11
290.0,한섬,27450.0,1150.0,-4.02%,500.0,13874.0,15571.0,1522.0,5.43
291.0,SK디스커버리,35350.0,700.0,-1.94%,5000.0,66143.0,68819.0,744.0,3.52
292.0,동아쏘시오홀딩스,104000.0,2500.0,-2.35%,5000.0,8819.0,16914.0,616.0,13.48
293.0,한화투자증권,3060.0,110.0,-3.47%,5000.0,19115.0,117910.0,2088.0,7.5
294.0,엠씨넥스,36100.0,1000.0,-2.70%,500.0,10093.0,5255.0,239.0,13.09
295.0,LX홀딩스,8380.0,100.0,-1.18%,1000.0,1858.0,14425.0,1472.0,2.69
296.0,한국카본,14500.0,550.0,-3.65%,500.0,3678.0,4984.0,327.0,62.77
297.0,ARIRANG 200,32205.0,775.0,-2.35%,0.0,,,,
298.0,한국단자,60600.0,1400.0,-2.26%,500.0,9622.0,11252.0,762.0,14.85
299.0,넥센타이어,6430.0,260.0,-3.89%,500.0,20794.0,38234.0,44.0,-11.48
300.0,금양,11400.0,200.0,+1.79%,500.0,2177.0,3148.0,121.0,36.77
301.0,부광약품,8760.0,240.0,-2.67%,500.0,1825.0,3974.0,56.0,
302.0,이수화학,22150.0,2650.0,+13.59%,5000.0,17033.0,11689.0,821.0,9.56
303.0,드림텍,9150.0,150.0,-1.61%,100.0,12316.0,7330.0,961.0,6.54
304.0,한세실업,15400.0,950.0,-5.81%,500.0,16720.0,12162.0,1067.0,8.63
305.0,TIGER CD금리투자KIS(합성),51130.0,0.0,0.00%,0.0,,,,
306.0,HANARO 200,31735.0,780.0,-2.40%,0.0,,,,
307.0,영진약품,3315.0,80.0,-2.36%,500.0,1961.0,1941.0,-139.0,-72.07
308.0,SK디앤디,27250.0,150.0,+0.55%,1000.0,7910.0,19834.0,1294.0,4.54
309.0,현대홈쇼핑,49850.0,850.0,-1.68%,5000.0,22099.0,26003.0,1285.0,6.29
310.0,동원F&B,155000.0,4000.0,-2.52%,5000.0,34906.0,19357.0,1304.0,10.01
311.0,DN오토모티브,59800.0,1100.0,-1.81%,500.0,9308.0,14850.0,896.0,5.06
312.0,쿠쿠홀딩스,16650.0,100.0,-0.60%,100.0,6851.0,10709.0,1070.0,4.63
313.0,남해화학,11900.0,250.0,+2.15%,1000.0,14519.0,7191.0,205.0,8.36
314.0,삼양홀딩스,68900.0,100.0,+0.15%,5000.0,31073.0,44606.0,3517.0,3.81
315.0,신한알파리츠,7870.0,90.0,-1.13%,1000.0,482.0,18937.0,288.0,42.31
316.0,KODEX MSCI Korea TR,10305.0,250.0,-2.37%,0.0,,,,
317.0,TIGER 단기채권액티브,50665.0,5.0,+0.01%,0.0,,,,
318.0,QV 코스피 변동성 매칭형 양매도 ETN,8110.0,0.0,0.00%,0.0,,,,
319.0,SGC에너지,38250.0,850.0,+2.27%,5000.0,18984.0,25915.0,1522.0,7.21
320.0,유안타증권,2810.0,45.0,-1.58%,5000.0,23090.0,147149.0,3214.0,62.44
321.0,경동나비엔,38450.0,700.0,-1.79%,1000.0,11029.0,9339.0,643.0,8.73
322.0,삼성 레버리지 천연가스 선물 ETN B,54130.0,240.0,+0.45%,0.0,,,,
323.0,한화손해보험,4625.0,10.0,+0.22%,5000.0,79926.0,202850.0,1343.0,3.74
324.0,효성화학,168500.0,5000.0,-2.88%,5000.0,24530.0,30562.0,1486.0,-3.46
325.0,세아제강,189500.0,2500.0,-1.30%,5000.0,14974.0,12282.0,1319.0,3.54
326.0,미래에셋증권2우B,3835.0,75.0,-1.92%,5000.0,,,,2.86
327.0,미래에셋생명,2995.0,40.0,-1.32%,5000.0,35329.0,419973.0,1065.0,6.15
328.0,풀무원,13850.0,0.0,0.00%,500.0,25189.0,19694.0,385.0,63.82
329.0,신성이엔지,2555.0,25.0,-0.97%,500.0,4545.0,4767.0,24.0,-196.54
330.0,HSD엔진,8810.0,160.0,-1.78%,1000.0,5990.0,7956.0,-398.0,-8.02
331.0,HJ중공업,6280.0,130.0,-2.03%,5000.0,17065.0,23852.0,-1090.0,-5.21
332.0,신영증권,55700.0,300.0,-0.54%,5000.0,21122.0,110850.0,1213.0,10.27
333.0,KINDEX 미국S&P500,13755.0,375.0,-2.65%,0.0,,,,
334.0,KODEX 코스닥150,10970.0,350.0,-3.09%,0.0,,,,
335.0,자화전자,25650.0,1750.0,-6.39%,500.0,3479.0,4379.0,163.0,27.14
336.0,KINDEX 200,31810.0,775.0,-2.38%,0.0,,,,
337.0,삼성화재우,158500.0,1500.0,-0.94%,500.0,,,,7.08
338.0,KODEX 미국S&P500TR,12080.0,330.0,-2.66%,0.0,,,,
339.0,롯데손해보험,1620.0,35.0,-2.11%,1000.0,35446.0,189112.0,1294.0,6.3
340.0,KOSEF 200TR,38420.0,955.0,-2.43%,0.0,,,,
341.0,NICE,13150.0,450.0,-3.31%,500.0,24499.0,30838.0,1443.0,11.6
342.0,아모레퍼시픽우,47050.0,1350.0,-2.79%,500.0,,,,38.66
343.0,KBSTAR 단기통안채,105410.0,5.0,0.00%,0.0,,,,
344.0,KODEX 선진국MSCI World,20510.0,590.0,-2.80%,0.0,,,,
345.0,삼성SDI우,295000.0,6000.0,-1.99%,5000.0,,,,13.76
346.0,LF,16300.0,500.0,-2.98%,5000.0,17931.0,25411.0,1589.0,3.52
347.0,세진중공업,8380.0,170.0,-1.99%,500.0,2504.0,5704.0,37.0,-63.01
348.0,세아홀딩스,119000.0,3000.0,-2.46%,5000.0,60055.0,55378.0,3082.0,5.36
349.0,JW중외제약,21450.0,700.0,-3.16%,2500.0,6066.0,6331.0,312.0,56.45
350.0,KODEX 코스닥150선물인버스,5035.0,155.0,+3.18%,0.0,,,,
351.0,코람코에너지리츠,5350.0,140.0,-2.55%,500.0,268.0,13155.0,202.0,30.57
352.0,아세아시멘트,12150.0,600.0,-4.71%,500.0,8926.0,20373.0,1286.0,6.1
353.0,동아에스티,55300.0,1800.0,-3.15%,5000.0,5932.0,11160.0,156.0,44.28
354.0,고려제강,20200.0,600.0,-2.88%,1000.0,16914.0,24743.0,985.0,3.35
355.0,국도화학,51400.0,1200.0,-2.28%,5000.0,15771.0,14164.0,2047.0,3.03
356.0,애경케미칼,9520.0,40.0,-0.42%,500.0,15701.0,12450.0,933.0,5.01
357.0,수산인더스트리,32350.0,1650.0,-4.85%,200.0,2941.0,3986.0,513.0,6.12
358.0,DI동일,17850.0,1000.0,-5.31%,500.0,8131.0,9931.0,486.0,9.83
359.0,코오롱글로벌,18100.0,250.0,-1.36%,5000.0,47495.0,25757.0,2415.0,3.15
360.0,미래에셋 레버리지 원유선물혼합 ETN(H),11055.0,150.0,+1.38%,0.0,,,,
361.0,송원산업,18650.0,700.0,-3.62%,500.0,9982.0,11156.0,1057.0,3.47
362.0,TIGER KRX2차전지K-뉴딜,14345.0,300.0,-2.05%,0.0,,,,
363.0,한국자산신탁,3535.0,80.0,-2.21%,500.0,2125.0,12647.0,1479.0,3.91
364.0,빙그레,44250.0,1000.0,-2.21%,5000.0,11474.0,7602.0,262.0,-20.96
365.0,DL건설,19700.0,750.0,-3.67%,5000.0,20103.0,16696.0,2296.0,4.23
366.0,동일산업,178500.0,2500.0,-1.38%,5000.0,4644.0,4738.0,420.0,10.13
367.0,KODEX Top5PlusTR,15090.0,430.0,-2.77%,0.0,,,,
368.0,신성통상,2955.0,60.0,-1.99%,500.0,11999.0,8985.0,743.0,7.37
369.0,코오롱플라스틱,11050.0,350.0,-3.07%,1000.0,4053.0,3691.0,277.0,16.52
370.0,이연제약,23300.0,1200.0,-4.90%,500.0,1428.0,4780.0,37.0,145.62
371.0,삼화콘덴서,40200.0,1450.0,-3.48%,1000.0,2622.0,2693.0,332.0,14.93
372.0,삼양사,40500.0,1050.0,-2.53%,5000.0,23845.0,28020.0,826.0,9.84
373.0,맵스리얼티1,4490.0,40.0,-0.88%,0.0,,,,
374.0,대성에너지,15150.0,0.0,0.00%,1000.0,7704.0,7425.0,160.0,32.37
375.0,STX엔진,18100.0,200.0,+1.12%,2500.0,4935.0,8375.0,36.0,226.25
376.0,쌍용차,2770.0,0.0,0.00%,5000.0,24293.0,18630.0,-2613.0,-3.85
377.0,KINDEX 미국나스닥100,12925.0,490.0,-3.65%,0.0,,,,
378.0,SIMPAC,6340.0,150.0,-2.31%,500.0,6130.0,9032.0,1064.0,3.15
379.0,KODEX 코스피,24625.0,505.0,-2.01%,0.0,,,,
380.0,한일현대시멘트,23250.0,750.0,-3.12%,5000.0,3970.0,5968.0,359.0,10.45
381.0,코리아써키트,17450.0,1150.0,-6.18%,500.0,14242.0,10646.0,851.0,5.7
382.0,일양약품,21500.0,550.0,-2.49%,2500.0,3713.0,4943.0,410.0,19.78
383.0,흥아해운,1695.0,60.0,-3.42%,500.0,817.0,2473.0,-19.0,-17.66
384.0,HDC,6810.0,70.0,-1.02%,5000.0,47796.0,106515.0,3687.0,27.35
385.0,KOSEF 국고채10년,108055.0,705.0,-0.65%,0.0,,,,
386.0,한국토지신탁,1605.0,50.0,-3.02%,1000.0,2255.0,17214.0,895.0,2.93
387.0,교보증권,6260.0,80.0,-1.26%,5000.0,22481.0,114838.0,1855.0,3.36
388.0,KBSTAR KIS종합채권(A-이상)액티브,93425.0,630.0,-0.67%,0.0,,,,
389.0,KODEX 미국FANG플러스(H),20730.0,925.0,-4.27%,0.0,,,,
390.0,서흥,34550.0,300.0,-0.86%,500.0,5967.0,8100.0,696.0,9.89
391.0,SNT중공업,12000.0,150.0,-1.23%,2500.0,3360.0,8796.0,206.0,32.35
392.0,롯데정보통신,25900.0,750.0,-2.81%,5000.0,9300.0,7501.0,400.0,21.01
393.0,신영증권우,56500.0,500.0,-0.88%,5000.0,,,,10.41
394.0,LX하우시스,44400.0,600.0,-1.33%,5000.0,34720.0,25474.0,673.0,-7.84
395.0,한라홀딩스,37800.0,1050.0,-2.70%,5000.0,10412.0,22950.0,1399.0,7.16
396.0,이수페타시스,6250.0,310.0,-4.73%,1000.0,4696.0,4497.0,469.0,7.85
397.0,스카이라이프,8260.0,280.0,-3.28%,2500.0,7632.0,12756.0,730.0,6.94
398.0,락앤락,7620.0,180.0,-2.31%,500.0,5430.0,8297.0,325.0,27.81
399.0,KG케미칼,28200.0,550.0,-1.91%,5000.0,49315.0,48849.0,4672.0,2.14
400.0,YG PLUS,6160.0,130.0,-2.07%,500.0,1543.0,2231.0,256.0,15.88
401.0,LG헬로비전,5010.0,170.0,-3.28%,2500.0,10801.0,14881.0,445.0,12.37
402.0,SK렌터카,8190.0,190.0,-2.27%,500.0,10369.0,28602.0,791.0,15.6
403.0,BGF,4035.0,120.0,-2.89%,1000.0,2068.0,19816.0,115.0,7.83
404.0,KEC,2655.0,100.0,-3.63%,500.0,2675.0,4006.0,265.0,26.82
405.0,한진,25700.0,450.0,-1.72%,5000.0,25041.0,38776.0,994.0,95.54
406.0,유나이티드제약,23400.0,650.0,-2.70%,500.0,2210.0,3800.0,332.0,9.73
407.0,롯데하이마트,16050.0,400.0,-2.43%,5000.0,38697.0,29435.0,1068.0,-3.51
408.0,한전산업,11600.0,100.0,-0.85%,500.0,3211.0,1633.0,175.0,32.86
409.0,TIGER 차이나항셍테크,6345.0,65.0,+1.04%,0.0,,,,
410.0,TYM,2430.0,90.0,-3.57%,500.0,8415.0,7074.0,353.0,4.13
411.0,지역난방공사,31900.0,600.0,-1.85%,5000.0,25368.0,65174.0,397.0,-1.4
412.0,대신증권우,14200.0,200.0,-1.39%,5000.0,,,,4.22
413.0,KODEX 미국나스닥100TR,11080.0,430.0,-3.74%,0.0,,,,
414.0,삼부토건,1965.0,55.0,-2.72%,1000.0,3570.0,5514.0,-44.0,178.64
415.0,테이팩스,77300.0,2400.0,-3.01%,500.0,1549.0,1808.0,213.0,16.19
416.0,이리츠코크렙,5740.0,140.0,-2.38%,500.0,213.0,6995.0,164.0,21.03
417.0,대한제강,14700.0,650.0,-4.23%,1000.0,20303.0,12324.0,2018.0,2.57
418.0,한솔제지,15200.0,250.0,+1.67%,5000.0,18342.0,18878.0,607.0,7.88
419.0,TIGER 미국달러단기채권액티브,11560.0,165.0,+1.45%,0.0,,,,
420.0,애경산업,13550.0,450.0,-3.21%,1000.0,5739.0,4315.0,244.0,24.28
421.0,광동제약,6790.0,120.0,-1.74%,1000.0,13382.0,8838.0,449.0,13.63
422.0,한화3우B,15650.0,200.0,-1.26%,5000.0,,,,1.46
423.0,대원제약,16050.0,300.0,-1.83%,500.0,3542.0,4296.0,194.0,11.72
424.0,TIGER 미국S&P500선물(H),47155.0,1995.0,-4.06%,0.0,,,,
425.0,AJ네트웍스,7390.0,180.0,-2.38%,1000.0,10267.0,13550.0,451.0,4.45
426.0,퍼시스,30050.0,550.0,-1.80%,1000.0,3265.0,5755.0,287.0,31.43
427.0,SK증권,730.0,10.0,-1.35%,500.0,10652.0,63714.0,508.0,14.31
428.0,신대양제지,85400.0,200.0,-0.23%,5000.0,6816.0,8460.0,544.0,6.76
429.0,삼진제약,24750.0,0.0,0.00%,1000.0,2501.0,3325.0,339.0,16.22
430.0,아이마켓코리아,10250.0,100.0,-0.97%,500.0,31325.0,11202.0,454.0,10.94
431.0,한일홀딩스,11100.0,100.0,+0.91%,1000.0,17670.0,32638.0,1308.0,5.2
432.0,KOSEF 200,31645.0,825.0,-2.54%,0.0,,,,
433.0,화신,9720.0,180.0,-1.82%,500.0,12366.0,8708.0,242.0,7.0
434.0,경방,12350.0,300.0,-2.37%,500.0,3834.0,12708.0,538.0,17.37
435.0,HLB글로벌,7970.0,200.0,-2.45%,500.0,450.0,1639.0,-133.0,-26.84
436.0,TIGER 일본니케이225,15925.0,475.0,-2.90%,0.0,,,,
437.0,케이씨텍,16100.0,550.0,-3.30%,500.0,3445.0,4530.0,521.0,6.04
438.0,NPC,9140.0,300.0,-3.18%,500.0,4869.0,5000.0,283.0,12.75
439.0,잇츠한불,15300.0,600.0,-3.77%,500.0,1402.0,4947.0,8.0,-27.72
440.0,아세아제지,37050.0,650.0,-1.72%,5000.0,9457.0,9696.0,939.0,3.85
441.0,일동홀딩스,28600.0,1750.0,-5.77%,1000.0,5924.0,9208.0,-828.0,-3.31
442.0,한국쉘석유,252500.0,2000.0,-0.79%,5000.0,2414.0,1657.0,380.0,11.13
443.0,신도리코,32250.0,550.0,-1.68%,5000.0,3219.0,10226.0,43.0,2.64
444.0,E1,47350.0,300.0,-0.63%,5000.0,51523.0,39993.0,56.0,3.79
445.0,현대차증권,10200.0,200.0,-1.92%,5000.0,8538.0,88061.0,1565.0,3.52
446.0,KINDEX 단기통안채,100795.0,10.0,+0.01%,0.0,,,,
447.0,코오롱,25400.0,550.0,-2.12%,5000.0,54104.0,39663.0,3322.0,2.7
448.0,한국금융지주우,54400.0,1200.0,-2.16%,5000.0,,,,2.01
449.0,농심홀딩스,67800.0,1000.0,-1.45%,5000.0,6415.0,13286.0,558.0,6.22
450.0,환인제약,16900.0,250.0,-1.46%,500.0,1778.0,3532.0,313.0,13.22
451.0,티웨이항공,1960.0,70.0,-3.45%,500.0,2144.0,7350.0,-1483.0,-1.97
452.0,키다리스튜디오,8500.0,640.0,-7.00%,500.0,1191.0,2901.0,69.0,60.71
453.0,금호건설,8390.0,250.0,-2.89%,5000.0,20651.0,17360.0,1116.0,3.22
454.0,미원홀딩스,133500.0,500.0,-0.37%,500.0,4214.0,4268.0,297.0,9.2
455.0,조선내화,77400.0,500.0,-0.64%,5000.0,7463.0,13493.0,331.0,9.68
456.0,스틱인베스트먼트,7400.0,440.0,-5.61%,500.0,3127.0,3420.0,763.0,
457.0,일진다이아,21650.0,850.0,-3.78%,1000.0,1877.0,6418.0,91.0,48.54
458.0,휴스틸,7760.0,70.0,-0.89%,1000.0,6165.0,9519.0,632.0,3.24
459.0,한국콜마홀딩스,16350.0,450.0,-2.68%,500.0,6740.0,12097.0,884.0,14.01
460.0,제일약품,20600.0,600.0,-2.83%,500.0,7007.0,4265.0,-105.0,-17.71
461.0,자이에스앤디,7810.0,190.0,-2.37%,1000.0,4357.0,5443.0,508.0,4.39
462.0,신한 레버리지 천연가스 선물 ETN,29965.0,150.0,+0.50%,0.0,,,,
463.0,삼양패키징,18950.0,350.0,-1.81%,5000.0,3919.0,6125.0,461.0,14.27
464.0,GS글로벌,3610.0,175.0,-4.62%,2500.0,38490.0,14427.0,388.0,6.81
465.0,대상홀딩스,8210.0,130.0,-1.56%,1000.0,42060.0,36261.0,1630.0,4.57
466.0,종근당홀딩스,59100.0,1000.0,-1.66%,2500.0,9260.0,13676.0,344.0,129.04
467.0,하나제약,16650.0,250.0,-1.48%,500.0,1964.0,3035.0,360.0,11.04
468.0,한신기계,9110.0,200.0,-2.15%,500.0,544.0,1011.0,52.0,267.94
469.0,KBSTAR Fn수소경제테마,10315.0,215.0,-2.04%,0.0,,,,
470.0,조광피혁,44200.0,1250.0,-2.75%,5000.0,1042.0,4409.0,109.0,47.02
471.0,풍산홀딩스,28200.0,200.0,-0.70%,5000.0,4878.0,10520.0,968.0,2.86
472.0,웅진씽크빅,2540.0,55.0,-2.12%,500.0,8139.0,7716.0,268.0,19.1
473.0,도화엔지니어링,8660.0,420.0,-4.63%,500.0,5774.0,5002.0,200.0,18.16
474.0,디앤디플랫폼리츠,4530.0,100.0,-2.16%,1000.0,184.0,7588.0,104.0,98.48
475.0,CJ4우(전환),68900.0,1000.0,-1.43%,5000.0,,,,7.59
476.0,삼아알미늄,26400.0,150.0,-0.56%,500.0,2530.0,2272.0,154.0,19.38
477.0,한국철강,6810.0,160.0,-2.30%,1000.0,8867.0,9087.0,1033.0,3.63
478.0,현대퓨처넷,2620.0,80.0,-2.96%,500.0,1367.0,10340.0,74.0,3.68
479.0,대동,12050.0,150.0,-1.23%,1000.0,11792.0,12606.0,382.0,6.46
480.0,KODEX K-메타버스액티브,8215.0,225.0,-2.67%,0.0,,,,
481.0,조일알미늄,2285.0,70.0,-2.97%,500.0,4669.0,3479.0,183.0,7.23
482.0,TCC스틸,12150.0,700.0,-5.45%,1000.0,5367.0,3670.0,256.0,8.96
483.0,엘브이엠씨홀딩스,2865.0,120.0,-4.02%,0.0,2049.0,6614.0,-146.0,-19.23
484.0,무림P&P,4565.0,100.0,-2.14%,2500.0,6137.0,14836.0,294.0,12.44
485.0,아주스틸,10700.0,350.0,-3.17%,500.0,9334.0,6272.0,553.0,10.29
486.0,TIGER Fn메타버스,8025.0,325.0,-3.89%,0.0,,,,
487.0,일진홀딩스,5710.0,220.0,-3.71%,1000.0,11901.0,16116.0,387.0,12.8
488.0,대한제당,3140.0,40.0,-1.26%,500.0,12613.0,11823.0,421.0,26.84
489.0,모토닉,8490.0,210.0,-2.41%,500.0,1961.0,4480.0,144.0,16.39
490.0,금호석유우,91700.0,1200.0,-1.29%,5000.0,,,,1.95
491.0,다올투자증권,4585.0,120.0,-2.55%,5000.0,7799.0,92292.0,1482.0,1.87
492.0,남양유업,383500.0,500.0,-0.13%,5000.0,9561.0,9374.0,-779.0,-5.5
493.0,교촌에프앤비,11050.0,350.0,-3.07%,500.0,5076.0,2547.0,410.0,11.5
494.0,동화약품,9860.0,290.0,-2.86%,1000.0,2930.0,4478.0,225.0,15.83
495.0,유진투자증권,2840.0,80.0,-2.74%,5000.0,13707.0,91755.0,1170.0,4.3
496.0,KBSTAR KIS단기종합채권(AA-이상)액티브,101055.0,10.0,-0.01%,0.0,,,,
497.0,알루코,3045.0,55.0,-1.77%,500.0,5056.0,7802.0,167.0,34.6
498.0,하이트진로홀딩스,11750.0,100.0,-0.84%,5000.0,21920.0,42363.0,1884.0,6.41
499.0,화승인더,4920.0,180.0,-3.53%,500.0,13655.0,16371.0,171.0,87.86
500.0,삼익THK,12900.0,500.0,-3.73%,500.0,3105.0,3782.0,148.0,18.09
501.0,삼성출판사,26950.0,1200.0,-4.26%,500.0,1875.0,3387.0,80.0,48.91
502.0,신한서부티엔디리츠,4800.0,55.0,-1.13%,1000.0,106.0,5926.0,57.0,97.96
503.0,대한방직,50600.0,600.0,-1.17%,1000.0,2004.0,2326.0,54.0,-60.6
504.0,S-Oil우,66300.0,200.0,-0.30%,2500.0,,,,3.08
505.0,우진,13100.0,150.0,-1.13%,500.0,1076.0,2298.0,84.0,31.49
506.0,동양,1115.0,30.0,-2.62%,500.0,6996.0,10072.0,76.0,92.92
507.0,이월드,1875.0,40.0,-2.09%,1000.0,1258.0,4332.0,19.0,-25.68
508.0,아세아,121000.0,2500.0,-2.02%,5000.0,18465.0,31153.0,2289.0,2.8
509.0,광주신세계,32550.0,500.0,-1.51%,1000.0,1700.0,8523.0,606.0,4.56
510.0,TIGER 리츠부동산인프라,5470.0,80.0,-1.44%,0.0,,,,
511.0,SNT홀딩스,15700.0,250.0,-1.57%,500.0,14041.0,23723.0,1256.0,5.36
512.0,대교,3020.0,0.0,0.00%,500.0,6384.0,8136.0,-283.0,-5.11
513.0,세방,13150.0,350.0,-2.59%,500.0,10577.0,12453.0,292.0,5.29
514.0,KPX홀딩스,59900.0,800.0,-1.32%,5000.0,12387.0,18149.0,541.0,7.11
515.0,신세계 I&C,14650.0,500.0,-3.30%,500.0,5261.0,3541.0,355.0,6.74
516.0,TIGER 차이나과창판STAR50(합성),8220.0,100.0,+1.23%,0.0,,,,
517.0,KSS해운,10900.0,200.0,-1.80%,500.0,3240.0,14462.0,581.0,3.86
518.0,HANARO MSCI Korea TR,12955.0,290.0,-2.19%,0.0,,,,
519.0,성신양회,10250.0,250.0,-2.38%,5000.0,8335.0,11216.0,300.0,14.75
520.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10465.0,280.0,-2.61%,0.0,,,,
521.0,일신방직,104500.0,1500.0,-1.42%,5000.0,6010.0,10440.0,610.0,4.68
522.0,사조대림,27250.0,500.0,-1.80%,5000.0,18137.0,11398.0,1023.0,3.9
523.0,BYC,399000.0,1500.0,-0.37%,5000.0,1644.0,6844.0,267.0,7.62
524.0,태영건설,6400.0,250.0,-3.76%,500.0,27517.0,37348.0,1745.0,4.92
525.0,현대코퍼레이션,18700.0,400.0,-2.09%,5000.0,37825.0,17074.0,351.0,3.48
526.0,선진,10400.0,500.0,-4.59%,500.0,17183.0,12096.0,863.0,9.04
527.0,남선알미늄,2240.0,65.0,-2.82%,500.0,2303.0,3552.0,-69.0,5.74
528.0,백산,10100.0,350.0,-3.35%,500.0,3711.0,3302.0,232.0,9.3
529.0,KODEX 삼성그룹밸류,8190.0,195.0,-2.33%,0.0,,,,
530.0,TRUE 레버리지 천연가스 선물 ETN(H),24545.0,205.0,-0.83%,0.0,,,,
531.0,대한제분,145000.0,0.0,0.00%,5000.0,11113.0,13216.0,250.0,14.64
532.0,삼영무역,13250.0,0.0,0.00%,500.0,4670.0,5788.0,240.0,6.32
533.0,삼성제약,3640.0,30.0,+0.83%,500.0,549.0,1455.0,-181.0,-8.11
534.0,동부건설,10600.0,250.0,-2.30%,5000.0,11449.0,12620.0,613.0,2.39
535.0,케이씨,17750.0,300.0,-1.66%,500.0,5538.0,9645.0,655.0,3.3
536.0,KBSTAR ESG사회책임투자,10455.0,295.0,-2.74%,0.0,,,,
537.0,동아지질,17050.0,550.0,-3.12%,500.0,2895.0,3508.0,40.0,-67.39
538.0,에이프로젠제약,600.0,13.0,-2.12%,500.0,565.0,6146.0,-38.0,23.08
539.0,KPX케미칼,49300.0,450.0,-0.90%,5000.0,10208.0,7771.0,447.0,7.02
540.0,LS네트웍스,3025.0,80.0,-2.58%,5000.0,3905.0,13094.0,43.0,7.02
541.0,KBSTAR 미국나스닥100,12530.0,470.0,-3.62%,0.0,,,,
542.0,유니퀘스트,8660.0,300.0,-3.35%,500.0,5910.0,4903.0,245.0,3.27
543.0,한독,17050.0,750.0,-4.21%,500.0,5176.0,8416.0,280.0,-83.99
544.0,태림포장,3300.0,100.0,-2.94%,500.0,7129.0,6009.0,302.0,18.23
545.0,진흥기업,1605.0,55.0,-3.31%,500.0,4442.0,3346.0,433.0,5.73
546.0,JW홀딩스,3310.0,95.0,-2.79%,500.0,7889.0,10658.0,687.0,-472.86
547.0,TIGER KRX BBIG K-뉴딜,7630.0,210.0,-2.68%,0.0,,,,
548.0,LS전선아시아,7520.0,50.0,-0.66%,500.0,7506.0,4953.0,282.0,16.86
549.0,대성산업,5090.0,200.0,-3.78%,5000.0,11291.0,16524.0,193.0,-3.76
550.0,한농화성,14700.0,200.0,+1.38%,500.0,2688.0,2170.0,195.0,12.23
551.0,동성케미컬,4615.0,45.0,-0.97%,1000.0,9260.0,8188.0,453.0,9.82
552.0,경인양행,5510.0,200.0,-3.50%,500.0,4033.0,5795.0,284.0,9.05
553.0,부국증권,22000.0,250.0,-1.12%,5000.0,7411.0,16474.0,1016.0,4.72
554.0,경농,11650.0,200.0,-1.69%,500.0,2703.0,3888.0,168.0,8.83
555.0,한세예스24홀딩스,5670.0,130.0,-2.24%,500.0,27989.0,22413.0,1347.0,5.82
556.0,에어부산,3505.0,155.0,-4.23%,1000.0,1765.0,10097.0,-2040.0,-0.7
557.0,CJ제일제당 우,170500.0,3500.0,-2.01%,5000.0,,,,4.3
558.0,사조산업,45050.0,900.0,-1.96%,5000.0,5904.0,11139.0,492.0,3.96
559.0,제이에스코퍼레이션,16800.0,750.0,-4.27%,100.0,9870.0,5523.0,610.0,3.0
560.0,KISCO홀딩스,13800.0,200.0,-1.43%,1000.0,15808.0,16881.0,2007.0,2.53
561.0,현대리바트,10750.0,350.0,-3.15%,1000.0,14066.0,8636.0,202.0,34.02
562.0,신세계푸드,57000.0,2000.0,-3.39%,5000.0,13329.0,8795.0,293.0,48.31
563.0,대덕,6510.0,120.0,-1.81%,500.0,13717.0,17240.0,672.0,15.17
564.0,디씨엠,19350.0,400.0,-2.03%,500.0,2508.0,2869.0,349.0,4.09
565.0,HDC랩스,8480.0,180.0,-2.08%,500.0,2746.0,4114.0,97.0,19.86
566.0,서연이화,8080.0,420.0,-4.94%,500.0,21801.0,17905.0,660.0,6.47
567.0,포스코스틸리온,36350.0,1050.0,-2.81%,5000.0,13473.0,5864.0,1433.0,2.32
568.0,코람코더원리츠,5370.0,110.0,-2.01%,500.0,46.0,5186.0,28.0,
569.0,인스코비,1960.0,55.0,-2.73%,500.0,717.0,1093.0,-24.0,490.0
570.0,금호에이치티,1080.0,25.0,-2.26%,500.0,2340.0,4588.0,65.0,-7.66
571.0,동남합성,59400.0,200.0,-0.34%,500.0,1603.0,906.0,149.0,19.8
572.0,흥국화재,3330.0,65.0,-1.91%,5000.0,45146.0,137623.0,771.0,2.27
573.0,일진전기,5750.0,130.0,-2.21%,1000.0,9324.0,8379.0,204.0,11.64
574.0,넥센,3980.0,10.0,+0.25%,500.0,24039.0,45723.0,336.0,52.37
575.0,삼영전자,10650.0,250.0,-2.29%,500.0,2389.0,5436.0,157.0,11.51
576.0,일성신약,80000.0,300.0,-0.37%,5000.0,421.0,3714.0,-18.0,2.04
577.0,KBSTAR 미국S&P500,11905.0,330.0,-2.70%,0.0,,,,
578.0,두산우,53000.0,800.0,-1.49%,5000.0,,,,-10.68
579.0,KH 필룩스,1380.0,35.0,-2.47%,500.0,1202.0,5394.0,-69.0,-345.0
580.0,삼성전기우,72500.0,2600.0,-3.46%,5000.0,,,,5.45
581.0,DB금융투자,4960.0,60.0,-1.20%,5000.0,14107.0,95837.0,1696.0,2.3
582.0,현대비앤지스틸,13950.0,400.0,-2.79%,5000.0,8557.0,7688.0,897.0,2.76
