Date,Open,High,Low,Close,Adj Close,Volume,Change
2013-11-04,33350,33500,32950,33050,29506.16016,2893775,-0.6
2013-11-05,33000,33050,32250,32550,29059.77344,1860583,-1.51
2013-11-06,32350,32950,32350,32500,29015.13477,1872076,-0.15
2013-11-07,32600,32750,32350,32350,28881.22266,1825749,-0.46
2013-11-08,32050,32950,32050,32250,28791.94531,2964930,-0.31
2013-11-11,32400,32700,31350,31500,28122.36133,3518342,-2.33
2013-11-12,31900,32400,31700,31950,28524.10742,3027493,1.43
2013-11-13,31850,32000,31500,31550,28167,2266975,-1.25
2013-11-14,32350,32650,32000,32300,28836.58008,3084645,2.38
2013-11-15,32550,33800,32550,33700,30086.46484,5187831,4.33
2013-11-18,33900,34100,33500,33750,30131.10156,2917194,0.15
2013-11-19,33700,33850,33300,33450,29863.26953,2790771,-0.89
2013-11-20,33150,33200,32350,32500,29015.13477,4652929,-2.84
2013-11-21,32400,32450,31750,32050,28613.38477,3397106,-1.38
2013-11-22,32800,32900,32250,32400,28925.85938,3511174,1.09
2013-11-25,32800,33400,32750,33250,29684.71484,2869284,2.62
2013-11-26,33300,33600,32750,33600,29997.18555,3288876,1.05
2013-11-27,33750,34700,33500,34600,30889.95703,6944989,2.98
2013-11-28,35100,35450,34850,35450,31648.81836,6520172,2.46
2013-11-29,35550,35900,35150,35400,31604.18164,4030182,-0.14
2013-12-02,35650,35900,35250,35700,31872.00586,3268831,0.85
2013-12-03,35500,35700,34600,34700,30979.23438,4945227,-2.8
2013-12-04,34850,35400,34750,34800,31068.51953,3284235,0.29
2013-12-05,34550,34900,34200,34250,30577.48828,4205701,-1.58
2013-12-06,34400,35650,34400,35500,31693.45313,4156598,3.65
2013-12-09,36000,36700,35950,36350,32452.31641,5211103,2.39
2013-12-10,36800,37100,36400,36500,32586.23047,5070477,0.41
2013-12-11,36500,37150,36400,36800,32854.05859,3600547,0.82
2013-12-12,36300,36500,35850,36450,32541.58984,5008826,-0.95
2013-12-13,36300,36600,35850,36500,32586.23047,2488730,0.14
2013-12-16,36600,37200,36550,37150,33166.53906,3285802,1.78
2013-12-17,37500,37550,36550,36600,32675.50391,3534783,-1.48
2013-12-18,36600,36800,35450,35550,31738.0918,4929380,-2.87
2013-12-19,35950,36150,34800,34900,31157.79102,6726027,-1.83
2013-12-20,35200,35750,34900,35300,31514.89844,3905267,1.15
2013-12-23,35600,37000,35550,37000,33032.61719,5630251,4.82
2013-12-24,37000,37100,36550,36750,32809.42578,2771057,-0.68
2013-12-26,36900,37000,35900,36000,32139.8457,3738849,-2.04
2013-12-27,36450,36950,36350,36650,32720.14648,2088963,1.81
2013-12-30,36800,37000,36250,36800,32854.05859,2537422,0.41
2014-01-02,37100,37350,35550,35550,31738.0918,4503101,-3.4
2014-01-03,35700,36450,35600,36300,32407.67188,3866819,2.11
2014-01-06,36400,37700,36350,37650,33612.92188,5489696,3.72
2014-01-07,37350,37950,37200,37800,33746.83594,3365854,0.4
2014-01-08,38550,39100,38150,39000,34818.16016,6541929,3.17
